40	258	2016-11-02 13:20:48	2016-11-02 13:25:03	2016-11-02 13:25:03
41	259	2016-11-03 08:13:04	2016-11-03 08:16:03	2016-11-03 08:16:03
42	265	2016-11-09 12:31:39	2016-11-09 12:45:06	2016-11-09 12:45:06
43	266	2016-11-10 09:34:58	2016-11-10 09:38:04	2016-11-10 09:38:04
44	272	2016-11-16 11:23:47	2016-11-16 11:26:05	2016-11-16 11:26:05
45	273	2016-11-16 13:10:12	2016-11-16 13:13:05	2016-11-16 13:13:05
46	274	2016-11-16 16:06:47	2016-11-16 16:09:04	2016-11-16 16:09:04
47	275	2016-11-17 08:37:27	2016-11-17 08:40:04	2016-11-17 08:40:04
48	279	2016-11-23 12:32:54	2016-11-23 12:36:02	2016-11-23 12:36:02
49	281	2016-11-23 19:12:22	2016-11-23 19:16:02	2016-11-23 19:16:02
50	288	2016-12-01 08:52:31	2016-12-01 08:56:02	2016-12-01 08:56:02
51	294	2016-12-07 13:32:52	2016-12-07 13:36:02	2016-12-07 13:36:02
52	295	2016-12-07 17:22:32	2016-12-07 17:25:02	2016-12-07 17:25:02
53	299	2016-12-14 17:02:26	2016-12-14 17:05:03	2016-12-14 17:05:03
54	305	2016-12-21 12:58:23	2016-12-21 13:01:03	2016-12-21 13:01:03
55	307	2016-12-22 09:07:24	2016-12-22 09:10:02	2016-12-22 09:10:02
56	312	2016-12-28 15:44:05	2016-12-28 15:48:02	2016-12-28 15:48:02
57	313	2016-12-28 16:24:42	2016-12-28 16:28:02	2016-12-28 16:28:02
58	320	2017-01-11 13:55:27	2017-01-11 13:58:02	2017-01-11 13:58:02
59	322	2017-01-16 08:57:46	2017-01-16 09:01:03	2017-01-16 09:01:03
60	323	2017-01-17 08:57:16	2017-01-17 09:00:03	2017-01-17 09:00:03
61	327	2017-01-18 11:31:00	2017-01-18 11:34:02	2017-01-18 11:34:02
62	328	2017-01-20 08:55:58	2017-01-20 08:59:03	2017-01-20 08:59:03
63	330	2017-01-23 09:11:09	2017-01-23 09:15:03	2017-01-23 09:15:03
64	332	2017-01-24 09:33:08	2017-01-24 09:36:02	2017-01-24 09:36:02
65	337	2017-01-25 13:09:36	2017-01-25 13:12:02	2017-01-25 13:12:02
66	340	2017-02-01 10:59:58	2017-02-01 11:04:02	2017-02-01 11:04:02
67	341	2017-02-01 16:05:46	2017-02-01 16:08:02	2017-02-01 16:08:02
68	347	2017-02-08 10:39:59	2017-02-08 10:44:02	2017-02-08 10:44:02
69	348	2017-02-08 13:53:21	2017-02-08 13:56:02	2017-02-08 13:56:02
70	355	2017-02-15 13:19:32	2017-02-15 13:22:03	2017-02-15 13:22:03
71	356	2017-02-15 16:02:16	2017-02-15 16:05:02	2017-02-15 16:05:02
72	357	2017-02-16 10:28:35	2017-02-16 10:31:02	2017-02-16 10:31:02
73	361	2017-02-22 09:51:33	2017-02-22 09:54:02	2017-02-22 09:54:02
74	362	2017-02-22 13:51:46	2017-02-22 13:55:03	2017-02-22 13:55:03
76	365	2017-03-01 11:05:06	2017-03-01 12:03:29	2017-03-01 12:03:29
77	366	2017-03-03 12:21:09	2017-03-03 12:50:02	2017-03-03 12:50:02
78	368	2017-03-08 10:57:24	2017-03-08 11:01:03	2017-03-08 11:01:03
79	369	2017-03-15 10:55:35	2017-03-15 10:58:03	2017-03-15 10:58:03
80	370	2017-03-22 11:06:13	2017-03-22 11:08:02	2017-03-22 11:08:02
81	372	2017-03-29 09:50:42	2017-03-29 10:00:03	2017-03-29 10:00:03
82	374	2017-03-29 13:06:04	2017-03-29 13:09:03	2017-03-29 13:09:03
83	382	2017-04-05 10:08:41	2017-04-05 10:14:02	2017-04-05 10:14:02
84	383	2017-04-05 13:31:15	2017-04-05 13:33:02	2017-04-05 13:33:02
85	384	2017-04-06 12:04:27	2017-04-06 12:07:03	2017-04-06 12:07:03
86	387	2017-04-12 09:49:54	2017-04-12 09:58:02	2017-04-12 09:58:02
87	388	2017-04-12 15:52:30	2017-04-12 15:55:03	2017-04-12 15:55:03
88	389	2017-04-13 09:10:52	2017-04-13 09:58:02	2017-04-13 09:58:02
89	392	2017-04-19 10:03:06	2017-04-19 10:05:03	2017-04-19 10:05:03
90	399	2017-04-26 13:29:05	2017-04-26 13:32:04	2017-04-26 13:32:04
91	401	2017-04-26 15:39:05	2017-04-26 15:41:04	2017-04-26 15:41:04
92	405	2017-04-27 07:27:27	2017-04-28 08:41:03	2017-04-28 08:41:03
93	408	2017-05-03 09:29:14	2017-05-03 09:59:03	2017-05-03 09:59:03
94	415	2017-05-17 08:37:22	2017-05-17 08:57:03	2017-05-17 08:57:03
95	416	2017-05-17 10:01:41	2017-05-17 10:04:04	2017-05-17 10:04:04
96	417	2017-05-17 13:45:32	2017-05-17 13:49:02	2017-05-17 13:49:02
97	418	2017-05-18 08:35:41	2017-05-18 08:39:08	2017-05-18 08:39:08
98	419	2017-05-18 09:14:05	2017-05-18 09:16:03	2017-05-18 09:16:03
99	430	2017-05-24 09:01:19	2017-05-24 09:03:03	2017-05-24 09:03:03
100	431	2017-05-24 10:07:43	2017-05-24 10:10:03	2017-05-24 10:10:03
101	432	2017-05-24 10:52:35	2017-05-24 10:55:03	2017-05-24 10:55:03
102	433	2017-05-24 12:45:10	2017-05-24 12:48:03	2017-05-24 12:48:03
103	435	2017-05-24 15:15:28	2017-05-24 15:23:03	2017-05-24 15:23:03
104	436	2017-05-25 07:17:30	2017-05-25 07:20:03	2017-05-25 07:20:03
105	438	2017-05-25 11:05:36	2017-05-25 11:07:03	2017-05-25 11:07:03
106	443	2017-05-26 07:16:50	2017-05-26 07:19:05	2017-05-26 07:19:05
107	447	2017-05-31 09:57:07	2017-05-31 10:00:04	2017-05-31 10:00:04
108	448	2017-05-31 14:11:52	2017-05-31 14:15:04	2017-05-31 14:15:04
109	449	2017-06-01 09:34:26	2017-06-01 09:48:04	2017-06-01 09:48:04
110	451	2017-06-07 10:03:57	2017-06-07 10:07:09	2017-06-07 10:07:09
111	452	2017-06-08 13:47:34	2017-06-08 13:51:03	2017-06-08 13:51:03
112	456	2017-06-14 10:54:00	2017-06-14 10:58:03	2017-06-14 10:58:03
113	457	2017-06-14 13:27:42	2017-06-14 14:00:04	2017-06-14 14:00:04
114	465	2017-06-21 10:21:35	2017-06-21 10:23:04	2017-06-21 10:23:04
115	466	2017-06-21 12:19:54	2017-06-21 12:22:05	2017-06-21 12:22:05
116	468	2017-06-28 10:03:28	2017-06-28 10:06:02	2017-06-28 10:06:02
117	469	2017-06-28 12:56:02	2017-06-28 12:59:02	2017-06-28 12:59:02
118	470	2017-06-28 13:46:04	2017-06-28 13:49:03	2017-06-28 13:49:03
119	471	2017-06-28 16:18:33	2017-06-28 16:22:03	2017-06-28 16:22:03
120	472	2017-06-29 13:09:40	2017-06-29 13:12:05	2017-06-29 13:12:05
121	478	2017-07-05 09:51:40	2017-07-05 09:55:03	2017-07-05 09:55:03
122	484	2017-07-12 11:14:41	2017-07-12 11:16:04	2017-07-12 11:16:04
123	485	2017-07-12 14:09:59	2017-07-12 14:13:03	2017-07-12 14:13:03
124	491	2017-07-19 09:32:37	2017-07-19 09:36:04	2017-07-19 09:36:04
125	496	2017-07-26 09:55:16	2017-07-26 09:59:06	2017-07-26 09:59:06
126	497	2017-07-26 12:25:03	2017-07-26 12:28:09	2017-07-26 12:28:09
127	504	2017-08-02 10:21:42	2017-08-02 10:26:03	2017-08-02 10:26:03
128	508	2017-08-16 09:57:16	2017-08-16 10:01:04	2017-08-16 10:01:04
129	509	2017-08-17 16:10:20	2017-08-17 16:11:03	2017-08-17 16:11:03
130	510	2017-08-18 12:52:04	2017-08-18 12:53:03	2017-08-18 12:53:03
131	516	2017-08-30 10:47:39	2017-08-30 10:50:03	2017-08-30 10:50:03
132	517	2017-08-31 14:53:01	2017-08-31 14:54:02	2017-08-31 14:54:02
133	519	2017-09-01 10:38:17	2017-09-01 10:40:04	2017-09-01 10:40:04
134	520	2017-09-01 13:27:28	2017-09-01 13:30:02	2017-09-01 13:30:02
135	521	2017-09-06 08:16:59	2017-09-06 08:18:03	2017-09-06 08:18:03
136	525	2017-09-13 10:14:40	2017-09-13 10:16:04	2017-09-13 10:16:04
137	526	2017-09-14 09:59:43	2017-09-14 10:01:04	2017-09-14 10:01:04
138	530	2017-09-27 11:11:49	2017-09-27 11:13:04	2017-09-27 11:13:04
139	531	2017-09-28 12:46:58	2017-09-28 12:49:02	2017-09-28 12:49:02
140	532	2017-10-11 12:27:30	2017-10-11 12:29:03	2017-10-11 12:29:03
141	533	2017-10-13 08:25:26	2017-10-13 08:27:02	2017-10-13 08:27:02
142	540	2017-10-18 10:08:42	2017-10-18 10:10:03	2017-10-18 10:10:03
143	542	2017-10-18 15:03:45	2017-10-18 15:07:10	2017-10-18 15:07:10
144	544	2017-10-20 07:12:37	2017-10-20 07:14:03	2017-10-20 07:14:03
145	554	2017-10-25 12:14:26	2017-10-25 12:16:02	2017-10-25 12:16:02
146	561	2017-11-01 11:06:56	2017-11-01 11:08:02	2017-11-01 11:08:02
147	568	2017-11-08 10:56:38	2017-11-08 11:00:03	2017-11-08 11:00:03
148	569	2017-11-08 13:54:36	2017-11-08 13:59:02	2017-11-08 13:59:02
149	571	2017-11-11 12:10:59	2017-11-11 12:13:02	2017-11-11 12:13:02
150	572	2017-11-11 13:10:02	2017-11-11 13:12:03	2017-11-11 13:12:03
151	576	2017-11-15 11:03:10	2017-11-15 11:04:02	2017-11-15 11:04:02
152	577	2017-11-15 16:57:29	2017-11-15 16:58:02	2017-11-15 16:58:02
153	579	2017-11-16 10:33:43	2017-11-16 10:35:02	2017-11-16 10:35:02
154	581	2017-11-17 09:05:52	2017-11-17 09:07:02	2017-11-17 09:07:02
155	582	2017-11-19 11:38:32	2017-11-19 11:50:04	2017-11-19 11:50:04
156	586	2017-11-22 10:59:51	2017-11-22 11:01:03	2017-11-22 11:01:03
157	591	2017-11-29 10:59:45	2017-11-29 11:01:03	2017-11-29 11:01:03
158	592	2017-11-29 11:08:51	2017-11-29 11:10:03	2017-11-29 11:10:03
159	597	2017-12-06 10:57:29	2017-12-06 10:59:03	2017-12-06 10:59:03
160	598	2017-12-06 16:53:03	2017-12-06 16:54:03	2017-12-06 16:54:03
161	599	2017-12-07 10:15:47	2017-12-07 10:17:03	2017-12-07 10:17:03
162	600	2017-12-09 08:36:07	2017-12-09 08:38:02	2017-12-09 08:38:02
163	606	2017-12-13 10:52:53	2017-12-13 10:56:02	2017-12-13 10:56:02
164	612	2017-12-20 10:59:36	2017-12-20 11:01:02	2017-12-20 11:01:02
165	613	2017-12-20 15:42:08	2017-12-20 15:43:02	2017-12-20 15:43:02
166	615	2017-12-21 10:01:28	2017-12-21 10:04:02	2017-12-21 10:04:02
167	616	2017-12-22 13:58:08	2017-12-22 14:00:03	2017-12-22 14:00:03
168	617	2017-12-23 10:02:19	2017-12-23 10:04:03	2017-12-23 10:04:03
169	621	2018-01-03 11:43:13	2018-01-03 11:44:03	2018-01-03 11:44:03
170	626	2018-01-10 10:59:25	2018-01-10 11:00:04	2018-01-10 11:00:04
171	627	2018-01-11 09:47:31	2018-01-11 09:49:03	2018-01-11 09:49:03
172	630	2018-01-17 11:00:15	2018-01-17 11:02:03	2018-01-17 11:02:03
173	631	2018-01-18 12:47:09	2018-01-18 12:49:03	2018-01-18 12:49:03
174	635	2018-01-24 11:14:24	2018-01-24 11:16:03	2018-01-24 11:16:03
175	636	2018-01-24 19:46:24	2018-01-24 19:47:02	2018-01-24 19:47:02
176	637	2018-01-25 08:20:40	2018-01-25 08:22:03	2018-01-25 08:22:03
177	643	2018-01-31 12:10:14	2018-01-31 12:11:02	2018-01-31 12:11:02
178	651	2018-02-07 11:26:50	2018-02-07 11:28:02	2018-02-07 11:28:02
179	652	2018-02-07 13:38:27	2018-02-07 13:39:03	2018-02-07 13:39:03
180	656	2018-02-14 11:03:57	2018-02-14 11:05:03	2018-02-14 11:05:03
181	661	2018-02-21 12:06:29	2018-02-21 12:08:05	2018-02-21 12:08:05
182	667	2018-02-28 10:56:34	2018-02-28 11:00:05	2018-02-28 11:00:05
183	670	2018-02-28 17:08:20	2018-02-28 17:09:04	2018-02-28 17:09:04
184	677	2018-03-07 12:42:51	2018-03-07 12:44:03	2018-03-07 12:44:03
185	678	2018-03-07 16:19:49	2018-03-07 16:22:03	2018-03-07 16:22:03
186	683	2018-03-14 10:58:37	2018-03-14 11:00:03	2018-03-14 11:00:03
187	689	2018-03-21 11:53:59	2018-03-21 11:57:03	2018-03-21 11:57:03
188	690	2018-03-23 10:22:35	2018-03-23 10:24:02	2018-03-23 10:24:02
189	697	2018-03-28 09:58:31	2018-03-28 10:00:02	2018-03-28 10:00:02
190	704	2018-04-04 12:44:56	2018-04-04 12:47:03	2018-04-04 12:47:03
191	707	2018-04-05 07:59:30	2018-04-05 08:01:03	2018-04-05 08:01:03
192	711	2018-04-11 10:10:15	2018-04-11 10:11:03	2018-04-11 10:11:03
193	719	2018-04-18 10:39:35	2018-04-18 10:41:03	2018-04-18 10:41:03
194	721	2018-04-18 14:02:26	2018-04-18 14:04:03	2018-04-18 14:04:03
195	722	2018-04-18 18:33:47	2018-04-18 18:35:02	2018-04-18 18:35:02
196	723	2018-04-19 02:19:03	2018-04-19 02:20:03	2018-04-19 02:20:03
197	724	2018-04-21 08:34:48	2018-04-21 08:36:06	2018-04-21 08:36:06
198	731	2018-04-26 09:27:47	2018-04-26 09:34:04	2018-04-26 09:34:04
199	736	2018-05-02 09:59:41	2018-05-02 10:09:04	2018-05-02 10:09:04
200	739	2018-05-09 10:37:13	2018-05-09 10:39:04	2018-05-09 10:39:04
201	741	2018-05-09 19:13:26	2018-05-09 19:15:06	2018-05-09 19:15:06
202	748	2018-05-16 10:50:04	2018-05-16 10:51:04	2018-05-16 10:51:04
203	750	2018-05-17 13:25:32	2018-05-17 13:27:05	2018-05-17 13:27:05
204	753	2018-05-18 10:30:34	2018-05-18 10:32:04	2018-05-18 10:32:04
205	759	2018-05-23 11:51:32	2018-05-23 11:54:03	2018-05-23 11:54:03
206	760	2018-05-23 17:07:05	2018-05-23 17:09:04	2018-05-23 17:09:04
207	766	2018-05-30 12:16:12	2018-05-30 12:18:04	2018-05-30 12:18:04
208	767	2018-05-30 15:25:38	2018-05-30 15:26:03	2018-05-30 15:26:03
209	768	2018-05-30 18:22:39	2018-05-30 18:23:04	2018-05-30 18:23:04
210	770	2018-05-31 09:57:16	2018-05-31 09:58:03	2018-05-31 09:58:03
211	771	2018-05-31 12:26:38	2018-05-31 12:28:02	2018-05-31 12:28:02
