10000000000000001	BlackSheepGang	210	Fawr	264	87	0	253	253	0	0	2017-01-25 11:02:09	2016-02-28 08:04:56
10000000000000002	PlanB	2140	Vitog	150	18	0		0	0	0	2016-12-29 00:02:01	2016-02-28 08:05:15
10000000000000006	RAGNAROK	670	DeathPhoenix	274	82	0	33,37	33	37	0	2017-01-25 11:02:09	2016-02-28 08:06:11
10000000000000009	WdG	418	Tomrod	156	55	0		0	0	0	2017-01-25 11:02:09	2016-02-28 08:07:47
10000000000000011	FrozenDawn	529896	Kunnon	206	44	0		0	0	0	2017-01-25 11:02:09	2016-02-28 08:07:57
10000000000000013	VikingsOnShrooms	2099	DeathNine	196	67	0	70	70	0	0	2017-01-25 11:02:09	2016-02-28 08:10:54
10000000000000014	WhiteSheepGang	23842	HajnalLanya	174	96	0		0	0	0	2017-01-25 11:02:09	2016-02-28 08:10:54
10000000000000018	Wasted	8082	XaeZoR	240	71	0	682	682	0	0	2017-01-25 11:02:09	2016-02-28 08:13:06
10000000000000019	Diesirae	24547	Giants	80	30	0		0	0	0	2016-12-29 02:02:06	2016-02-28 08:13:15
10000000000000020	RevoIt	235343	Hysterica	212	68	0	420	420	0	0	2017-01-25 11:02:09	2016-02-28 08:13:24
10000000000000022	Phoenix	15256	ChaozZ	148	15	0		0	0	0	2017-01-20 00:02:12	2016-02-28 08:14:30
10000000000000024	Friskyttarna	6864	Blixt	140	20	0		0	0	0	2017-01-25 11:02:09	2016-02-28 08:14:41
10000000000000025	Uprising	24990	Lativ	154	91	0		0	0	0	2017-01-25 11:02:09	2016-02-28 08:15:11
10000000000000029	DuskToDawn	37859	Van_Glitch	200	32	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:15:57
10000000000000030	Kujiratori	1221	Ging	174	40	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:16:42
10000000000000036	Silentium	85607	Veterini	112	69	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:17:28
10000000000000037	FruitSalad	59445	BananaMan	152	18	0		0	0	0	2016-12-03 00:02:08	2016-02-28 08:17:34
10000000000000049	XT_RL	169501	Deaconn	192	58	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:18:52
10000000000000051	Synced	50816	Sapphiron	102	20	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:19:21
10000000000000052	Furians	7298	Yazmat	90	30	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:19:29
10000000000000057	FraktionXIII	58337	Moyanis	164	59	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:20:18
10000000000000059	INFINITY	8503	Eagletwenty	78	24	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:20:29
10000000000000065	VoW	4569	Blutzorn	148	32	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:21:24
10000000000000069	LuxArcana	8058	Belteyn	184	73	0	130	130	0	0	2017-01-25 11:02:10	2016-02-28 08:21:58
10000000000000072	HouseOfNight	88992	Aleph	126	80	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:22:01
10000000000000079	HeadHunters	80754	Stromeagle	136	90	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:23:41
10000000000000089	Parabellum	25336	Tale	142	81	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:25:19
10000000000000090	SchwarzeLegion	8571	Venorasky	140	23	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:25:24
10000000000000122	Fatalis	102071	KuroKarasu	94	19	0		0	0	0	2016-12-03 00:02:08	2016-02-28 08:33:05
10000000000000130	Blutmond	8979	Bahamuth	82	32	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:34:36
10000000000000145	Gesindel	8687	Zwielicht	76	30	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:40:25
10000000000000151	Knights	2957	Ironsides	52	1	0		0	0	0	2017-01-05 00:02:14	2016-02-28 08:41:05
10000000000000153	FateAwaits	36100	Doomya	170	65	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:42:10
10000000000000168	DivineSouls	20999	Beltaulur	146	42	0		0	0	0	2017-01-25 11:02:10	2016-02-28 08:46:05
10000000000000188	LostBoys	7373	Scutum	54	19	0		0	0	0	2017-01-24 00:02:11	2016-02-28 08:52:36
10000000000000200	TBA	190058	Wikstroem	138	57	0	613	613	0	0	2017-01-25 11:02:10	2016-02-28 08:57:50
10000000000000206	AlteHelden	12375	Saxon	244	91	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:00:27
10000000000000219	Schattenlegion	6900	Amrita	186	91	0	332	332	0	0	2017-01-25 11:02:10	2016-02-28 09:06:19
10000000000000226	RLXT_Alliance	82362	Forkbeard	238	65	0	186,240	186	240	0	2017-01-25 11:02:10	2016-02-28 09:11:54
10000000000000227	DalZone	1814	AVGUR	114	20	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:11:54
10000000000000232	Schwarze_Reiter	4784	Vestann	52	19	0		0	0	0	2016-12-10 00:02:04	2016-02-28 09:14:49
10000000000000236	Tempest	33774	Haufgrim	196	96	0	91,290	91	290	0	2017-01-25 11:02:10	2016-02-28 09:17:35
10000000000000238	BadPandas	12743	Tugas	146	37	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:19:49
10000000000000239	Whitestar	13812	Faily	52	34	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:20:36
10000000000000240	Ygdra	2221	Elitez	114	90	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:22:42
10000000000000241	Infamous	56891	Shaylis	100	21	0		0	0	0	2017-01-25 11:02:10	2016-02-28 09:23:39
10000000000000290	The_Tribe	10483	Foredragon	42	38	0		0	0	0	2017-01-25 11:02:10	2016-02-28 10:00:56
10000000000000302	Vanity	57796	Ephesos	180	44	0	598,625	598	625	0	2017-01-25 11:02:11	2016-02-28 10:18:58
10000000000000305	Epic	13520	Kuroi	96	17	0		0	0	0	2017-01-20 00:02:13	2016-02-28 10:21:36
10000000000000309	Equinox	5411	Sunborn	56	46	0		0	0	0	2017-01-25 11:02:11	2016-02-28 10:24:29
10000000000000311	EmpiriumLeague	249	DragQueen	128	18	0		0	0	0	2016-12-06 00:01:49	2016-02-28 10:25:43
10000000000000328	Messorum	56507	Rahtaris	104	31	0		0	0	0	2017-01-25 11:02:11	2016-02-28 10:42:04
